offer_id,offer_url,title,updated_time,address,metro_station,neighborhood,district,description,status,unpublished_date,price_info,distance,commission_value,deposit_value,rental_period,utilities_type,commission_info,deposit_info,price_value,cian_estimation_value,days_active,price_difference,price_difference_value,price_change_value,price_change_formatted,outside_distance,cian_estimation
315037693,https://www.cian.ru/rent/flat/315037693/,"2-комн. квартира, 43 м², 14/14 этаж",2025-04-09 04:38:00,"улица Щепкина, 10",м. Сухаревская,р-н Мещанский,ЦАО,"Сдается в аренду отличный вариант!
Уютная квартира с прекрасным ремонтом, где царит атмосфера умиротворения.
Просторная кухня с современным кухонным гарнитуром.
Все необходимое для комфортной жизни.
Вдохновляющий вид из окна, который заряжает позитивом.

Ваши преимущества:
Тихий двор, развитая инфраструктура, шаговая доступность, удобная планировка, близость к парку, магазинам, метро.

Хотите узнать больше?
Звоните нам!
AGORA - ваши надежные партнеры в поиске идеального жилья!",active,--,"От года, комм. платежи включены (счётчики включены), комиссия 40%, залог 95 000 ₽",6.82,40.0,95000.0,От года,комм. платежи включены (счётчики включены),комиссия 40%,залог 95 000 ₽,95000.0,,,,,,,,
315985050,https://www.cian.ru/rent/flat/315985050/,"2-комн. квартира, 60 м², 10/16 этаж",2025-04-09 04:41:00,"Краснопрудная улица, 13",м. Красносельская,р-н Красносельский,ЦАО,"Сдается в аренду отличный вариант!
Уютная квартира с прекрасным ремонтом, где царит атмосфера умиротворения.
Просторная кухня с современным кухонным гарнитуром.
Все необходимое для комфортной жизни.
Вдохновляющий вид из окна, который заряжает позитивом.

Ваши преимущества:
Тихий двор, развитая инфраструктура, шаговая доступность, удобная планировка, близость к парку, магазинам, метро.

Хотите узнать больше?
Звоните нам!
AGORA - ваши надежные партнеры в поиске идеального жилья!",active,--,"От года, комм. платежи включены (без счётчиков), комиссия 40%, залог 90 000 ₽",9.07,40.0,90000.0,От года,комм. платежи включены (без счётчиков),комиссия 40%,залог 90 000 ₽,96000.0,,,,,,,,
315539738,https://www.cian.ru/rent/flat/315539738/,"2-комн. квартира, 55 м², 7/14 этаж",2025-04-07 20:18:00,"Университетский проспект, 5",м. Университет,р-н Гагаринский,ЮЗАО,"Предлагаем вашему вниманию уютную двухкомнатную квартиру в аренду на Университетском проспекте.
С МАЯ ПО АВГУСТ ( 4 МЕСЯЦА)!!!
     Общая площадь квартиры составляет 55 кв. м, из которых 30 кв. м — жилая площадь. Квартира находится на 7-м этаже 14-этажного кирпичного дома 1957 года постройки. Высокие потолки (3 метра) придают пространству дополнительный объем.

       Квартира с евроремонтом, полностью готова к комфортному проживанию. В распоряжении арендаторов современная техника: кондиционер, холодильник, посудомоечная и стиральная машины, телевизоры.

       Дом оборудован двумя пассажирскими лифтами. На территории предусмотрена наземная парковка для автомобилей.

        Квартира расположена в 15 минутах пешком от станции метро Университет.

        Условия аренды: без комиссии. Предусмотрен залог в размере месячной арендной платы.           

        Квартира идеально подойдет для 1-2 человек. СТРОГО БЕЗ ЖИВОТНЫХ!!! (Очень их любим, но у владельца аллергия)",active,--,"На несколько месяцев, комм. платежи включены (без счётчиков), без комиссии, залог 100 000 ₽",5.87,0.0,100000.0,На несколько месяцев,комм. платежи включены (без счётчиков),без комиссии,залог 100 000 ₽,98000.0,,,,,,,,
315792806,https://www.cian.ru/rent/flat/315792806/,"2-комн. квартира, 55 м², 11/15 этаж",2025-04-03 13:57:00,"Делегатская улица, 9С1",м. Цветной бульвар,р-н Тверской,ЦАО,"Сдается впервые двухкомнатная квартира, площадью 55 кв.м после свежего ремонта. 
Кирпичный дом (индивидуальный проект), в котором тепло зимой и прохладно летом. Окна квартиры выходят в тихий двор. В доме пассажирский и грузовой лифты, мусоропровод. Парковка во дворе за шлагбаумом. 
В квартире есть вся необходимая техника: посудомоечная машина, холодильник, газовая панель, электрический духовой шкаф, вытяжка, телевизор, стиральная машина. 
Ждем платежеспособных нанимателей без животных.",active,--,"От года, комм. платежи включены (без счётчиков), комиссия 50%, залог 100 000 ₽",5.85,50.0,100000.0,От года,комм. платежи включены (без счётчиков),комиссия 50%,залог 100 000 ₽,100000.0,,,,,,,,
315447203,https://www.cian.ru/rent/flat/315447203/,"3-комн. квартира, 80 м², 4/10 этаж",2025-04-09 03:58:00,"Ленинский проспект, 64/2",м. Университет,р-н Гагаринский,ЮЗАО,"Если видите объявление предложение АКТУАЛЬНО, фотографии настоящие.
Не откладывайте Ваш звонок и просмотр,
Хорошие квартиры СДАЮТСЯ ОЧЕНЬ БЫСТРО. Звучит банально, мы знаем, но это правда, поверьте! 
Есть вопросы? Позвоните и назовите адрес квартиры. Ответит агент, который занимается объектом. 
Не хотите звонить? Пишите в чат, мы свяжем Вас с агентом! Мы никогда не передаем телефоны своих клиентов 3-м лицам 
Вам не ответили? Просим отнестись с пониманием сотрудник сейчас занят, он тоже человек. Позвоните, пожалуйста, еще раз или напишите Ваш номер в чат (так мы увидим нужный адрес) 
Некоторые вопросы оговариваются индивидуально со специалистом: домашние животные, маленькие детки, торг Звоните! Пишите! СПЕШИТЕ!",active,--,"От года, комм. платежи включены (без счётчиков), комиссия 50%, залог 100 000 ₽",6.22,50.0,100000.0,От года,комм. платежи включены (без счётчиков),комиссия 50%,залог 100 000 ₽,100000.0,,,,,,,,
315810088,https://www.cian.ru/rent/flat/315810088/,"1-комн. квартира, 45 м², 3/5 этаж",2025-04-09 04:19:00,"1-я Тверская-Ямская улица, 8",м. Маяковская,р-н Тверской,ЦАО,"Сдаются апартаменты в аренду, расположенные в современном жилом комплексе. Общая площадь составляет 45кв. м, из которых 25кв. м отведено под жилую зону и 10 кв. м занимает кухня.

В квартире выполнен евроремонт, который создаёт уютную и современную атмосферу. Квартира полностью обставлена необходимой мебелью как в комнате, так и на кухне. Из техники имеются кондиционер, холодильник, телевизор, посудомоечная и стиральная машины. Санузел совмещённый, есть ванна.

Рядом с домом находятся детские сады и магазины, что делает это место удобным для семей с детьми.

Записывайтесь на просмотр и убедитесь сами в привлекательности и комфорте этих апартаментов!",active,--,"От года, комм. платежи включены (счётчики включены), комиссия 50%, залог 100 000 ₽",4.78,50.0,100000.0,От года,комм. платежи включены (счётчики включены),комиссия 50%,залог 100 000 ₽,100000.0,,,,,,,,
314926802,https://www.cian.ru/rent/flat/314926802/,"3-комн. квартира, 80 м², 13/30 этаж",2025-04-04 13:19:00,"Новоданиловская набережная, 8к1",м. Верхние котлы,р-н Донской,ЮАО,"Добрый день! 
Сдаётся 3к квартира, без ремонта! Готовы сделать стяжку пола при необходимости. 
Срок аренды и состав жильцов обсуждается индивидуально. 
Можно использовать под хранения вещей как склад. 
Звоните, договоримся о просмотре и аренде.",active,--,"От года, комм. платежи включены (без счётчиков), комиссия 100%, залог 40 000 ₽",7.5,100.0,40000.0,От года,комм. платежи включены (без счётчиков),комиссия 100%,залог 40 000 ₽,40000.0,,,,,,,,
315288165,https://www.cian.ru/rent/flat/315288165/,"1-комн. квартира, 30 м², 1/5 этаж",2025-04-05 15:53:00,"5-й Донской проезд, 21К11",м. Площадь Гагарина,р-н Донской,ЮАО,Сдается однокомнатная квартира в шаговой доступности от метро. По мебели и бытовой технике все необходимое имеется. На окнах решетки. СУС. СМА. Рассматривают семейную пару или одного человека. МОЖНО С ДОМАШНИМИ ЖИВОТНЫМИ.,active,--,"От года, комм. платежи включены (без счётчиков), комиссия 100%, залог 45 000 ₽",5.23,100.0,45000.0,От года,комм. платежи включены (без счётчиков),комиссия 100%,залог 45 000 ₽,45000.0,,,,,,,,
316011116,https://www.cian.ru/rent/flat/316011116/,"1-комн. апартаменты, 14 м², 4/4 этаж",2025-04-08 14:01:00,"Новоданиловский проезд, 4",м. Тульская,р-н Донской,ЮАО,"Лучшее предложение в районе! Представляем вашему вниманию уютные апартаменты, расположенные по адресу: Москва, Новоданиловский проезд, дом 4.  Дом выполнен из кирпича. Эти апартаменты идеально подойдут для одного человека или молодой пары, которые ценят комфорт и удобство. Квартира полностью меблирована и оснащена необходимой техникой, что позволит вам сразу заселиться и начать наслаждаться жизнью в новом доме. При входе в апартаменты вы попадаете в просторную комнату, где есть всё необходимое для комфортного проживания: удобная кровать, вместительный шкаф для одежды, небольшой столик и стул. Свежий евроремонт создаёт атмосферу уюта и гармонии, а светлые тона в интерьере визуально расширяют пространство. Совмещённый санузел оборудован современной сантехникой, что обеспечивает удобство и функциональность. Окна апартаментов выходят на улицу. Это идеальное место для прогулок или занятий спортом на свежем воздухе. Кроме того, во дворе всегда тихо и спокойно, что создаёт атмосферу уюта и безопасности. Расположение апартаментов также является их преимуществом. Вы сможете быстро добраться до любой точки города благодаря развитой транспортной инфраструктуре. В шаговой доступности находятся магазины, кафе, аптеки и другие объекты городской инфраструктуры, что сделает вашу жизнь удобной и комфортной. Не упустите возможность снять эти уютные апартаменты и насладиться комфортом и уютом в сердце Москвы!",active,--,"От года, комм. платежи включены (без счётчиков), комиссия 50%, залог 45 000 ₽",6.54,50.0,45000.0,От года,комм. платежи включены (без счётчиков),комиссия 50%,залог 45 000 ₽,45000.0,,,,,,,,
315810190,https://www.cian.ru/rent/flat/315810190/,"Апартаменты-студия, 14 м², 3/4 этаж",2025-04-08 14:01:00,"Новоданиловский проезд, 4",м. Тульская,р-н Донской,ЮАО,"ЛУЧШEЕ ПPЕДЛOЖЕHИE В РАЙОHЕ!!! Пpедлагаютcя в apeнду Нoвыe coвpeменные однокoмнaтные апартамeнты Cтудийнoго плaна. B квaртиpе выпoлнeн евpoрeмoнт, что гapaнтирует вaм кoмфорт и уют вo врeмя прoживaния. Совмещённый cанузел обоpудовaн вcем нeобxодимым для вашего удoбства. Окна выходят на улицу, что обеспечивает хорошее освещение и возможность наслаждаться видом за окном. Расположение студии позволяет быстро добраться до центра города и основных достопримечательностей Москвы. Вы сможете насладиться всеми преимуществами городской жизни, не отказываясь от комфорта и уюта своего дома. Не упустите возможность снять эту уютную квартиру и насладиться комфортным проживанием в одном из самых красивых городов мира! Рассмотрят ВСЕ варианты, условия аренды.",active,--,"От года, комм. платежи включены (без счётчиков), комиссия 50%, залог 45 000 ₽",6.54,50.0,45000.0,От года,комм. платежи включены (без счётчиков),комиссия 50%,залог 45 000 ₽,45000.0,,,,,,,,
315455224,https://www.cian.ru/rent/flat/315455224/,"1-комн. квартира, 31,6 м², 5/5 этаж",2025-04-07 14:41:00,"Малая Тульская улица, 45АК6",м. Тульская,р-н Донской,ЮАО,"ВАШЕМУ ВНИМАНИЮ!


Предлагается чистая, уютная, просторная квартира на длительный срок!
В квартире имеется всё необходимое: мебель и техника.
Развитая инфраструктура, рядом расположены все необходимые магазины.
Удобная транспортная развязка/доступность до метро.
Хорошие соседи, адекватный собственник.


Оперативный показ.
Заселение день в день.
По всем вопросам звонить 24/7",active,--,"От года, комм. платежи включены (без счётчиков), комиссия 100%, залог 45 000 ₽",6.18,100.0,45000.0,От года,комм. платежи включены (без счётчиков),комиссия 100%,залог 45 000 ₽,45000.0,,,,,,,,
313073053,https://www.cian.ru/rent/flat/313073053/,"1-комн. квартира, 33 м², 2/9 этаж",2025-03-28 12:55:00,"Шелепихинское шоссе, 17К2",м. Шелепиха,р-н Пресненский,ЦАО,"Сдаётся уютная однокомнатная квартира площадью 33 кв. м на втором этаже девятиэтажного блочного дома по адресу: Москва, Шелепихинское шоссе, 17к2. До станции метро ""Шелепиха"" всего 5 минут пешком. Жилая площадь составляет 19 кв. м, кухня — 6 кв. м. Высота потолков — 2.64 метра. Окна выходят во двор. В квартире косметический ремонт. На кухне есть вся необходимая мебель, холодильник и стиральная машина. Совмещённый санузел оборудован ванной. Все необходимые условия для комфортного проживания созданы.

Инфраструктура района отлично развита: рядом находятся школы, детские сады и магазины. Всё необходимое для жизни — в шаговой доступности.

Условия аренды: квартира сдаётся на длительный срок. Остальные вопросы по телефону.",active,--,"От года, комм. платежи включены (без счётчиков), комиссия 70%, залог 43 000 ₽",5.74,70.0,43000.0,От года,комм. платежи включены (без счётчиков),комиссия 70%,залог 43 000 ₽,43000.0,,,,,,,,
303761855,https://www.cian.ru/rent/flat/303761855/,"2-комн. квартира, 45,8 м², 1/12 этаж",2025-04-07 11:45:00,"улица Госпитальный Вал, 3К5",м. Лефортово,р-н Басманный,ЦАО,Сдается на длительный срок уютная квартира. Вся необходимая мебель и техника для комфортного проживания. Комнаты изолированные. Санузел раздельный. Замена или вывоз обсуждаются. Тихий зеленый район не далеко от центра. Звоните все подробно расскажу. Готова к заселению,active,--,"От года, комм. платежи включены (без счётчиков), комиссия 70%, залог 48 000 ₽",10.99,70.0,48000.0,От года,комм. платежи включены (без счётчиков),комиссия 70%,залог 48 000 ₽,48000.0,,,,,,,,
315903923,https://www.cian.ru/rent/flat/315903923/,"1-комн. квартира, 31 м², 5/8 этаж",2025-04-05 13:38:00,"Новослободская улица, 49/2",м. Менделеевская,р-н Тверской,ЦАО,"- Оперативный показ, ЗАСЕЛЕНИЕ В ДЕНЬ ПРОСМОТРА.   
- Собственник будет на просмотре и подписании договора.   
         
- Уважаемые наниматели, ВНИМАНИЕ! Каждое животное обговаривается в индивидуальном порядке!   
- Уважаемые наниматели, ВНИМАНИЕ! ДЕТИ дошкольного возраста обговариваются в индивидуальном порядке !   
         
Отличная квартира по отличной цене. Великолепный вид из окна. Холодильник, телевизор, встроенная кухня, Интернет, Wi-Fi. Рядом есть все магазины, аптеки, школа, детский сад. Метро в пешей доступности.   
  
         
Сдаём на длительный срок.   
При взаимной симпатии залог разбивается на два месяца!   
У собственника могут быть дополнительные пожелания к жильцам.",active,--,"От года, комм. платежи включены (без счётчиков), комиссия 53%, залог 65 000 ₽",6.79,53.0,65000.0,От года,комм. платежи включены (без счётчиков),комиссия 53%,залог 65 000 ₽,65000.0,,,,,,,,
315270424,https://www.cian.ru/rent/flat/315270424/,"2-комн. квартира, 45 м², 5/9 этаж",2025-04-03 14:15:00,"Стройковская улица, 10",м. Пролетарская,р-н Таганский,ЦАО,"Отличное предложение! Залог разбиваем на 2 месяца! В 7 минутах от метро Пролетарская сдается уютная 2-комнатная квартира с качественным современным ремонтом, мебелью и бытовой техникой. Бесплатное парковочное место в закрытом дворе дома. Проезд через шлагбаум во двор с нескольких сторон дома. Перед домом расположены современные огороженные комплексные зоны отдыха (детская игровая и спортивная), спроектированные с учетом всех требований безопасности и комфорта. Квартира укомплектована качественной мебелью. Спальной системой, которая обеспечит качественно новый уровень сна благодаря своей инновационной начинке. Вторая комната, оборудованная мебелью-трансформером, представляет собой многофункциональное пространство, которое легко адаптируется под различные потребности. Может выполнять функции гостинной или комнаты с полноценным рабочим местом. В комнатах установлены кондиционеры. Кухня укомплектована встроенной качественной техникой. Пластиковые окна, металлическая дверь. Полы кафель/паркетная доска. Вместительные шкафы. Удобная транспортная инфраструктура позволит оказаться в центре Москвы менее чем за 25 минут. Парковка на территории двора. Район старомосковский, обжитой, с развитой инфраструктурой. Магазины, рынки, ТЦ, салоны красоты, барбершопы, спортивные и детские учреждения в шаговой доступности. Рядом с домом расположена прогулочная зона Парк культуры и отдыха Таганский. В 15 минутах от дома расположен причал Новоспасский Краснохолмской набережной. Долгосрочная аренда. Счета за водоснабжение, электроэнергию и интернет оплачивает арендатор. Оперативный показ. Видеопоказ направляем по запросу.",active,--,"От года, комм. платежи включены (без счётчиков), комиссия 30%, залог 75 000 ₽",7.98,30.0,75000.0,От года,комм. платежи включены (без счётчиков),комиссия 30%,залог 75 000 ₽,75000.0,,,,,,,,
315336512,https://www.cian.ru/rent/flat/315336512/,"3-комн. квартира, 64,7 м², 7/12 этаж",2025-04-08 17:57:00,"Таганская улица, 22",м. Марксистская,р-н Таганский,ЦАО,"Квартира сдаётся через сервис ""ПИК-Аренда"" — её можно посмотреть когда Вам удобно: бронируете время, забираете ключи или встречаетесь с нашим представителем и спокойно осматриваете. Если всё понравится, договор подпишем онлайн и будем поддерживать Вас на всех этапах аренды.

Сдаётся большая и светлая 3-комнатная квартира с 2 балконами и смежным санузлом, без депозита! Квартира оснащена кухонным гарнитуром, есть плита, телевизор, стиральная и посудомоечная машины, микроволновка, холодильник. Полы — ламинат и плитка. Можно вывезти часть мебели. Интернет проведён + Wi-Fi. Окна выходят во двор и на улицу. 

Собственник готов заселить не более 4 взрослых жильцов с детьми. С домашним питомцем нельзя.

Дом расположен в районе с развитой инфраструктурой, в пешей доступности находятся: префектура ЦАО, храм Святителя Николая, детский сад, школа, медицинский центр, аптеки, продуктовые магазины, фитнес-клуб, художественный институт, салон красоты, рестораны и бары. Рядом — Таганский парк. 

В 5 минутах пешком — м. Марксистская.",active,--,"От года, комм. платежи включены (без счётчиков), комиссия 55%, без залога",7.09,55.0,0.0,От года,комм. платежи включены (без счётчиков),комиссия 55%,без залога,90000.0,,,,,,,,
315660061,https://www.cian.ru/rent/flat/315660061/,"1-комн. квартира, 38 м², 3/14 этаж",2025-04-09 04:15:00,"Малая Калитниковская улица, 18",м. Пролетарская,р-н Таганский,ЦАО,"Сдается на длительный срок чистая, уютная квартира, рядом с метро. В квартире есть вся необходимая мебель и бытовая техника для Вашего комфортного проживания. Чистый, ухоженный подъезд. Развитая инфраструктура, в пешей доступности школы и детские сады, продуктовые супермаркеты, спортивный комплекс, салоны красоты, парикмахерские и барбершоп, кафе и закусочные, автосервисы и заправки, фитнес-клубы. Депозит делится. Звоните!!!",active,--,"От года, комм. платежи включены (без счётчиков), комиссия 15%, залог 85 000 ₽",8.57,15.0,85000.0,От года,комм. платежи включены (без счётчиков),комиссия 15%,залог 85 000 ₽,85000.0,,,,,,,,
258137057,https://www.cian.ru/rent/flat/258137057/,"2-комн. квартира, 54 м², 4/6 этаж",2025-04-01 20:34:00,"Фурманный переулок, 20",м. Красные ворота,р-н Басманный,ЦАО,"Для тех, кто любит дома с атмосферой! Cдается в аренду двухкомнатная квартира в элитном районе Москвы- метро Чистые пруды и Красные ворота - в пешей доступности.! Старинный дом с высокими потолками и прекрасной звукоизоляцией - деревянные перекрытия заменены на ж/б после капитального ремонта 2005 года. Нестандартная планировка квартиры - немаловажная вещь! В спальне 2 окна и балкон, выходящий в тихий зеленый дворик, кухня по планировке разделена на 2 зоны - у окна столовая, с противоположной стороны - рабочая зона, просторная гостиная. Тамбур на две квартиры - в нем большой шкаф. Вся необходимая мебель и техника присутствует. Тихий переулок, у дома есть свой внутренний двор. Есть парковка - через кодовый замок Квартира готова к показам - звоните! Залог можно разбить на 2 части, с выплатой  второй- в следующем месяце.",active,--,"От года, комм. платежи включены (без счётчиков), комиссия 50%, залог 97 000 ₽",7.26,50.0,97000.0,От года,комм. платежи включены (без счётчиков),комиссия 50%,залог 97 000 ₽,97000.0,,,,,,,,
315816443,https://www.cian.ru/rent/flat/315816443/,"1-комн. квартира, 40 м², 3/9 этаж",2025-04-09 04:17:00,"улица Малая Грузинская, 38",м. Улица 1905 года,р-н Пресненский,ЦАО,"Предлагается в аренду уютная и комфортная квартира.
Все параметры и фотографии соответствуют действительности.
Квартира готова к заселению - есть всё необходимое для полноценного проживания!

Оперативный показ в удобное время. Никаких предоплат - всё честно и прозрачно!

Любые вопросы можете задать нашему брокеру по телефону в объявлении!
Эта квартира ждет Вас!",active,--,"От года, комм. платежи включены (без счётчиков), комиссия 40%, залог 83 000 ₽",4.37,40.0,83000.0,От года,комм. платежи включены (без счётчиков),комиссия 40%,залог 83 000 ₽,83000.0,,,,,,,,
315714663,https://www.cian.ru/rent/flat/315714663/,"1-комн. квартира, 46 м², 6/10 этаж",2025-04-01 17:46:00,"Чистопрудный бульвар, 12К4",м. Чистые пруды,р-н Басманный,ЦАО,"Историческое место. Бульварное кольцо. 


Дом и подъезд после капитального ремонта. Окна кухни и ванной комнаты выходят во двор. Окна комнаты на бульвар. 

Квартира в том состоянии, в котором вы видите на фото. Вам разрешено реализовать любые ваши творческие фантазии. 

Долгосрочная аренда.",active,--,"От года, комм. платежи включены (без счётчиков), комиссия 50%, залог 50 000 ₽",6.5,50.0,50000.0,От года,комм. платежи включены (без счётчиков),комиссия 50%,залог 50 000 ₽,80000.0,,,,,,,,
274598446,https://www.cian.ru/rent/flat/274598446/,"1-комн. квартира, 33 м², 2/9 этаж",2025-04-06 21:19:00,"Мантулинская улица, 2",м. Улица 1905 года,р-н Пресненский,ЦАО,"Видовая квартира - Гостиница Украина, Москва-Сити, Центр Мировой Торговли.
Чистые подъезд, три станции метро в шаговой доступности. 
Магазины 5ка, Азбука Вкуса, Караваевы, бытовая химия.
Капитальный Евро ремонт в квартире был закончен в 2022 году. Из мебели есть все. Ортопедическая двуспальная диван-кровать Андерсон, кресло-кровать доп. место, шкаф Икеа, кухонный гарнитур Икеа, холодильник стиральная машина, телевизор, ванна 150, гладильная доска, обеденная группа, интернет.
Все новое!
Тихие приличные соседи, чистая квартира. Договор на длительный срок. Официально.
Для жизни все есть. Ищем порядочных и ответственных съёмщиков.
Первый, последний месяцы + залог = 3 платежа при оформлении. Звонить только с 9 до 19 . Без животных!",active,--,"От года, комм. платежи включены (без счётчиков), без комиссии, залог 75 000 ₽",3.62,0.0,75000.0,От года,комм. платежи включены (без счётчиков),без комиссии,залог 75 000 ₽,75000.0,,,,,,,,
315720474,https://www.cian.ru/rent/flat/315720474/,"2-комн. квартира, 71 м², 6/8 этаж",2025-04-07 14:52:00,"Ленинский проспект, 62/1",м. Академическая,р-н Гагаринский,ЮЗАО,"Сдается просторная 2-х комнатная квартира общей площадью 71 кв.м в одном из лучших районов Москвы. Комнаты большие изолированные 18 и 20 кв.м, кухня 9 кв.м, сделан косметический ремонт, на полу хорошая паркетная доска, установлена новая техника на кухне(варочная панель, духовой шкаф, СВЧ, встроенный холодильник).
Окна выходят на две стороны: во двор и на улицу, что создает хорошую естественную вентиляцию. 
Высокий этаж, хорошая освещенность, потолки 3 метра, качественные шумопоглощающие окна, чистый подъезд, большой зеленый двор со множеством мест для парковки делают квартиру комфортной для жизни. 
Удобные транспортные маршруты, развитая инфраструктура, лучшие учебные заведения находятся в пешей доступности. 

Будем рады видеть как семьи с детьми, так и студентов. Возможны варианты аренды как на длительный срок, так и на несколько месяцев. 
Ключи на руках, оперативный показ",active,--,"На несколько месяцев, комм. платежи включены (без счётчиков), комиссия 50%, залог 50 000 ₽",6.12,50.0,50000.0,На несколько месяцев,комм. платежи включены (без счётчиков),комиссия 50%,залог 50 000 ₽,80000.0,,,,,,,,
315698416,https://www.cian.ru/rent/flat/315698416/,"2-комн. квартира, 62 м², 9/12 этаж",2025-04-08 19:29:00,"Варшавское шоссе, 2",м. Тульская,р-н Донской,ЮАО,"- Оперативный показ, ЗАСЕЛЕНИЕ В ДЕНЬ ПРОСМОТРА.   
- Собственник будет на просмотре и подписании договора.   
         
- Уважаемые наниматели, ВНИМАНИЕ! Каждое животное обговаривается в индивидуальном порядке!   
- Уважаемые наниматели, ВНИМАНИЕ! ДЕТИ дошкольного возраста обговариваются в индивидуальном порядке !   
         
Отличная квартира по отличной цене. Великолепный вид из окна. Холодильник, телевизор, встроенная кухня, Интернет, Wi-Fi. Рядом есть все магазины, аптеки, школа, детский сад. Метро в пешей доступности.   

         
Сдаём на длительный срок.   
При взаимной симпатии залог разбивается на два месяца!   
У собственника могут быть дополнительные пожелания к жильцам.",active,--,"От года, комм. платежи включены (без счётчиков), комиссия 83%, залог 65 000 ₽",10.52,83.0,65000.0,От года,комм. платежи включены (без счётчиков),комиссия 83%,залог 65 000 ₽,65000.0,,,,,,,,
315972673,https://www.cian.ru/rent/flat/315972673/,"2-комн. квартира, 50 м², 1/5 этаж",2025-04-07 16:07:00,"Стройковская улица, 17/1",м. Пролетарская,р-н Таганский,ЦАО,"Мы на связи и будем рады вам помочь! 

- Фотографии соответствуют данному объекту! 
- Организуем МАКСИМАЛЬНО оперативный показ! 
- Договор аренды заключается ИСКЛЮЧИТЕЛЬНО с собственником жилья!

Отличный объект недвижимости для комфортной жизни! 
В квартире есть всё необходимое!

Развитая инфраструктура! Хотя где она в Москве не развитая?=)

Собачка, кошечка, хомячок или крокодильчик обсуждаются индивидуально! 

Дети - цветы жизни - так же обсуждаются индивидуально!

При взаимной симпатии залог можно разбить на два месяца!

У собственника могут быть дополнительные пожелания к жильцам!",active,--,"От года, комм. платежи включены (без счётчиков), комиссия 50%, залог 85 000 ₽",7.96,50.0,85000.0,От года,комм. платежи включены (без счётчиков),комиссия 50%,залог 85 000 ₽,85000.0,,,,,,,,
315513437,https://www.cian.ru/rent/flat/315513437/,"2-комн. квартира, 43 м², 3/5 этаж",2025-04-04 17:32:00,"улица Вавилова, 20",м. Ленинский проспект,р-н Гагаринский,ЮЗАО,"Квартира после капитального ремонта, отличное состояние!

Прекрасное расположение - в пешей доступности от трех станций метро (7 минут пешком метро ""Ленинский проспект"", около 20 минут пешком до нового офиса Яндекс).

Квартира укомплектована новой мебелью и техникой: кухонный гарнитур с посудомоечной машиной, холодильником, варочной панелью, печью СВЧ. 
Кровать с ортопедическим матрасом, удобный раскладной диван, стиральная и сушильная машины, большой шкаф.
Хорошая планировка с просторной гардеробной (вход из спальни) и кухней - гостиной, есть балкон.
Собственник позаботился о комфортном проживании своих нанимателей и обустроил все до мелочей: в квартире постельные и кухонные принадлежности, утюг, гладильная доска и т.д. 

Благополучный, зеленый район Москвы, в пешей доступности набережная Москвы-реки, эко-парк Воробьёвы горы, а также лучшие школы, вузы и другая инфраструктура. 

Дополнительно оплачивается интернет, электричество и вода по показаниям счетчиков.
Залог 100%, комиссия агентства 50% оплачивается при заключении Договора найма.",active,--,"От года, комм. платежи включены (без счётчиков), комиссия 50%, залог 95 000 ₽",4.73,50.0,95000.0,От года,комм. платежи включены (без счётчиков),комиссия 50%,залог 95 000 ₽,95000.0,,,,,,,,
311152130,https://www.cian.ru/rent/flat/311152130/,"2-комн. квартира, 40 м², 5/5 этаж",2025-04-08 14:41:00,"Елизаветинский переулок, 6С1",м. Курская,р-н Басманный,ЦАО,"АРЕНДА ОТ 1-ГО МЕСЯЦА!!!

Предлагаем в аренду уютную двухкомнатную квартиру в центре Москвы, расположенную по адресу: Елизаветинский переулок, 6с1. Общая площадь составляет 40 кв. м, квартира находится на пятом этаже кирпичного дома 1960 года постройки. Высота потолков — 2.8 метра, а окна выходят на улицу, что обеспечивает хорошее естественное освещение.

 В наличии вся необходимая мебель как в жилой комнате, так и на кухне, чтобы вы могли сразу заселиться и начать комфортно жить. Из техники есть кондиционер, холодильник, телевизор и стиральная машина. Ванная комната оборудована ванной, а санузел совмещенный. Также имеется лоджия, где можно наслаждаться свежим воздухом.

Дом находится в отличном состоянии и окружен всей необходимой инфраструктурой. В пешей доступности школы, детские сады, клиники и магазины, поэтому все необходимое для жизни будет у вас под рукой. До станции метро ""Курская"" всего 13 минут пешком, что позволяет быстро добраться до любой точки Москвы.

Условия аренды обсуждаются индивидуально. Подходит для проживания как одного человека, так и небольшой семьи.

Приглашаем вас на просмотр, чтобы лично оценить все преимущества этой квартиры. Записывайтесь на удобное для вас время!",active,--,"На несколько месяцев, комм. платежи включены (без счётчиков), без комиссии, залог 10 000 ₽",8.61,0.0,10000.0,На несколько месяцев,комм. платежи включены (без счётчиков),без комиссии,залог 10 000 ₽,80000.0,,,,,,,,
