offer_id,offer_url,title,updated_time,address,metro_station,neighborhood,district,description,status,unpublished_date,price_info,distance,price_value,rental_period,utilities_type,commission_info,deposit_info,commission_value,deposit_value,activity_date,price_change_value,cian_estimation_value,cian_estimation
316332652,https://www.cian.ru/rent/flat/316332652/,"2-комн. квартира, 43,6 м², 3/8 этаж",2025-04-15 19:20:00,"Ленинский проспект, 36",м. Ленинский проспект,р-н Гагаринский,ЮЗАО,"Квартира с дизайнерским ремонтом, кухня-гостинная 22 метра, спальня 14 изолированная, с/у совместный, встроенный кухонный гарнитур, встроенная бытовая техника, домашний кинотеатр, интернет, сплит система, джакузи, подогрев полов, на полу массив дуба, гардероб, датчики утечки воды, система фильтрации, водонагреватель, рядом парковые зоны, Москва-река.",active,--,"От года, комм. платежи включены (без счётчиков), комиссия 50%, залог 100 000 ₽",4.59,100000.0,От года,комм. платежи включены (без счётчиков),комиссия 50%,залог 100 000 ₽,,,2025-04-15 19:20:00,,94000.0,
316328947,https://www.cian.ru/rent/flat/316328947/,"2-комн. квартира, 47 м², 6/8 этаж",2025-04-15 16:21:00,"Комсомольский проспект, 11",м. Парк Культуры,р-н Хамовники,ЦАО,"БЕЗ КОМИССИИ (эксклюзивный договор с Собственником)  Сдается полностью меблированная, чистая и уютная двухкомнатная квартира в 500 метрах от метро Парк Культуры. Квартира расположена на 6 этаже 8-ми этажного кирпичного дома с лифтом и мусоропроводом. Чистый подъезд. Евроремонт, окна во двор, тихие соседи.  В наличии: двуспальная кровать 200*160, диван, прочая мебель, стиральная  машина, холодильник, варочная панель, микроволновка, вытяжка. Много мест хранения: гардеробная, шкафы. Рядом: храм Николая Чудотворца, Фрунзенская набережная совсем рядом - через двор. В доступе магазины Евроспар, Азбука вкуса, ВкусВилл; кафе и рестораны, поликлиника министерства обороны, Крымский мост, Андреевский мост, ЦПКиО им Горького,  усадьба Толстого, парк усадьбы Трубецких и прочее. Строго без детей. Строго без животных. Строго без курения. Арендная плата 90000 плюс вода и свет по счетчикам. На сообщения отвечаю редко. Пожалуйста, звоните.",active,--,"От года, комм. платежи включены (без счётчиков), без комиссии, залог 90 000 ₽",1.8,90000.0,От года,комм. платежи включены (без счётчиков),без комиссии,залог 90 000 ₽,,,2025-04-15 16:21:00,,108000.0,
316313536,https://www.cian.ru/rent/flat/316313536/,"1-комн. квартира, 38 м², 13/16 этаж",2025-04-15 11:51:00,"улица 1905 года, 19",м. Улица 1905 года,р-н Пресненский,ЦАО,"Предлагается 1-комнатная квартира общей площадью 38 м² недалеко от станции метро ""Улица 1905 года"". Для комфортного проживания в наличии имеется вся необходимая мебель. Кухонный гарнитур оснащен духовой печью. Из дополнительных преимуществ - наличие балкона. Окна обращены на улицу.

 - Страховой депозит можно оплатить 2-мя частями.
 - Аренда возможна с 30 апреля.
 - Можно с детьми.

 - Объект представляет агент Capital Mars - Артем.
 - ID объекта 838344.",active,--,"От года, комм. платежи включены (без счётчиков), комиссия 50%, залог 80 000 ₽",4.53,80000.0,От года,комм. платежи включены (без счётчиков),комиссия 50%,залог 80 000 ₽,,,2025-04-17 16:27:00,,66000.0,
316312736,https://www.cian.ru/rent/flat/316312736/,"2-комн. квартира, 45 м², 3/5 этаж",2025-04-16 10:48:00,"Васильевская улица, 3",м. Баррикадная,р-н Пресненский,ЦАО,"Предлагается уютная, комфортная 2-х комнатная квартира в кирпичном доме. Прекрасная локация: 7 мин пешком до м. Маяковская, 10 мин. пешком до м. Белорусская. В 100м  Тишинская площадь с ТЦ Тишинка, Перекресток, множество магазинов, кафе, ресторанов, салонов красоты, фитнес-клубов. У дома магазин Пятерочка. Чистый подъезд после ремонта, металлическая дверь в подъезд улучшенного образца.  В плату входит гарантированное машиноместо на парковке у дома под шлагбаум. Тихий зеленый двор.  В квартире выполнен евроремонт, полностью меблирована. Вся бытовая техника. В квартире изолированные: светлая гостиная  с окнами на 2 стороны, застекленной лоджией, спальня с встроенным шкафом, кухня, с/у совм. (душ. кабина, стиральная машина, бойлер), кондиционеры в каждой комнате. Большой угловой встроенный шкаф в коридоре. Домофон. Вся кухонная утварь, постельные принадлежности  для комфортного проживания. На долгий срок. Один человек или пара, без детей и животных. Квартира предлагается с начала мая. Показ  сейчас по договоренности.",active,--,"От года, комм. платежи включены (без счётчиков), комиссия 50%, залог 90 000 ₽",4.64,90000.0,От года,комм. платежи включены (без счётчиков),комиссия 50%,залог 90 000 ₽,,,2025-04-16 10:48:00,,114500.0,
316310057,https://www.cian.ru/rent/flat/316310057/,"2-комн. апартаменты, 35 м², 8/11 этаж",2025-04-15 10:42:00,"Духовской переулок, 19",м. Шаболовская,р-н Донской,ЮАО,"Сдаётся на длительный срок ЕВРО-ДВУХКОМНАТНАЯ квартира в ЖК ""Донской квартал"". 

Комфортная планировка - одна изолированная комната 10,8м2 ,в которой имеются: большая кровать(новый матрас ОРМАТЕК), телевизор PHILIPS, встроенный шкаф-купе, косметический стол с пуфиком, кондиционер AUX.

Кухня-гостиная 17,6м2. 
В которой имеются:
Комфортный диван, мебельная стенка с телевизором PHILIPS, стол с двумя стульями, кухонный угол с техникой Bosch(электроплита, посудомоечная машина, холодильник). Микроволновая печь Electrolux и духовой шкаф.
Кондиционер AUX.

Совмещенный санузел 4,2м2. 
С теплыми полами, ванной, стиральной машиной Hotpoint-Ariston, зеркало с подогревом и подсветкой. Душ и туалет бренда ""Grohe.

Вместительная прихожая 3,5м2 с шкафом купе и теплыми полами.

Дом бизнес класса, 2021 года постройки.
Подъезд чистый, соседи спокойные. 
Имеется свой консьерж и видео-наблюдение.
Закрытая территория, подземный паркинг. 
На территории ЖК много различных мест отдыха, ресторанов, кафе, салонов красоты.
В 2-х минутах ходьбы продуктовые магазины (Пятерочка, Лента, ВкусВилл). 
Большой ТЦ ""Ереван Плаза"" - в пределах 10 минут ходьбы. 
В 8 минутах ходьбы пруд Бекет с красивым , облагороженным парком ""Бекет"".

До метро Тульская 10 минут пешком, Шаболовская 10 минут транспортом. 
Звоните уважаемые клиенты.",active,--,"От года, комм. платежи включены (без счётчиков), комиссия 70%, залог 100 000 ₽",5.58,100000.0,От года,комм. платежи включены (без счётчиков),комиссия 70%,залог 100 000 ₽,,,2025-04-17 14:13:00,,104000.0,
316306194,https://www.cian.ru/rent/flat/316306194/,"1-комн. квартира, 32 м², 2/9 этаж",2025-04-15 10:56:00,"улица Шаболовка, 54",м. Шаболовская,р-н Донской,ЮАО,"Светлая, уютная квартира  для комфортного проживания. На длительный срок. Вид из окон в тихий зелёный двор. Отличная транспортная  доступность и инфраструктура. Размещение с животными не рассматриваем.",active,--,"На несколько месяцев, комм. платежи включены (счётчики включены), комиссия 70%, залог 70 000 ₽",4.24,70000.0,На несколько месяцев,комм. платежи включены (счётчики включены),комиссия 70%,залог 70 000 ₽,,,2025-04-17 18:38:00,,58000.0,
316294945,https://www.cian.ru/rent/flat/316294945/,"2-комн. квартира, 52 м², 3/10 этаж",2025-04-15 13:02:00,"Кутузовский проспект, 26К1",м. Студенческая,р-н Дорогомилово,ЗАО,"Отличный вариант! Чистая, светлая Квартира, в хорошем жилом состоянии, окна во двор!, на Москва Сити, полностью меблирована, с бытовой техникой, комнаты изолированные, сан-узел- раздельный, стеклопакеты, въезд на территорию через шлагбаум, чистый подъезд, сдается на длительный срок.",active,--,"От года, комм. платежи включены (без счётчиков), комиссия 80%, без залога",3.16,95000.0,От года,комм. платежи включены (без счётчиков),комиссия 80%,без залога,,,2025-04-18 07:34:00,,115000.0,
316283255,https://www.cian.ru/rent/flat/316283255/,"1-комн. квартира, 37 м², 3/9 этаж",2025-04-17 13:57:00,"улица Малая Грузинская, 38",м. Улица 1905 года,р-н Пресненский,ЦАО,"Предлагается 1-комнатная квартира общей площадью 37 м² недалеко от станции метро ""Улица 1905 года"". Для комфортного проживания в наличии имеется вся необходимая мебель. Кухонный гарнитур оснащен посудомоечной машиной, духовой печью. Из дополнительных преимуществ - наличие балкона. Окна обращены на улицу.

 - Страховой депозит можно оплатить 2-мя частями.
 - Объект представляет агент Capital Mars - Артем.
 - ID объекта 196861.",active,--,"От года, комм. платежи включены (без счётчиков), комиссия 50%, залог 75 000 ₽",4.37,75000.0,От года,комм. платежи включены (без счётчиков),комиссия 50%,залог 75 000 ₽,,,2025-04-17 13:57:00,-5000.0,68000.0,
316283238,https://www.cian.ru/rent/flat/316283238/,"1-комн. квартира, 38 м², 9/14 этаж",2025-04-15 16:23:00,"Большая Грузинская улица, 16",м. Баррикадная,р-н Пресненский,ЦАО,"Однокомнатная квартира в 6-7 минутах ходьбы от метро ""Баррикадная"". Жилая комната располагает мебелью. Кухня оснащена гарнитуром с комплектом техники, включая духовую печь. Установлена стиральная машина. Имеется выход на застекленную лоджию.

За порядком в доме следит консьерж. Поблизости расположены супермаркеты, ТЦ ""Тишинка"", кафе, аптеки. В пешей доступности - учебные заведения. Для прогулок - Георгиевский сквер. Выезд на Звенигородское шоссе и ТТК.

 - Страховой депозит можно оплатить 2-мя частями.
 - Дом находится на охраняемой территории.

 - Квартиру представляет агент Capital Mars - Артем.
 - ID объекта 187350.",active,--,"От года, комм. платежи включены (без счётчиков), комиссия 40%, залог 80 000 ₽",3.75,80000.0,От года,комм. платежи включены (без счётчиков),комиссия 40%,залог 80 000 ₽,,,2025-04-17 16:25:00,,70000.0,
316269640,https://www.cian.ru/rent/flat/316269640/,"1-комн. квартира, 31 м², 3/12 этаж",2025-04-14 21:40:00,"улица Трехгорный Вал, 1",м. Улица 1905 года,р-н Пресненский,ЦАО,"Сдаётся  однокомнатная квартира в центре Москвы, на улице Трёхгорный Вал, в 9 минутах пешком от метро ""Улица 1905 года"". Общая площадь квартиры составляет 31 кв. м, из которых жилая площадь — 19 кв. м, а кухня — 6 кв. м. Квартира расположена на 3 этаже 12-этажного дома, построенного в 1965 году.

В квартире есть один совмещённый санузел и балкон с видом на улицу. Ремонт отсутствует, поэтому у вас есть возможность обустроить пространство по своему вкусу и создать уютную атмосферу. Мусоропровод на этаже поэтому можно избавиться от бытовых отходов без лишних хлопот.

Дом находится в хорошем состоянии, регулярное обслуживание и наличие лифтов обеспечивают комфортное проживание. В шаговой доступности расположены школы, детские сады, клиники и магазины, поэтому вы всегда будете обеспечены всем необходимым.

Условия аренды обсуждаются индивидуально. Возможна сдача в аренду по договору.",active,--,"От года, комм. платежи включены (без счётчиков), комиссия 50%, залог 49 000 ₽",3.46,49000.0,От года,комм. платежи включены (без счётчиков),комиссия 50%,залог 49 000 ₽,,,2025-04-14 21:40:00,,53000.0,
316260339,https://www.cian.ru/rent/flat/316260339/,"1-комн. квартира, 42 м², 5/14 этаж",2025-04-14 10:05:00,"Брянская улица, 8",м. Киевская,р-н Дорогомилово,ЗАО,"СДАЁТСЯ ВПЕРВЫЕ! Отличное предложение 1-комнатной квартиры в кирпичном, ведомственном  доме, в центре Москвы. В Квартире только что закончен РЕМОНТ, с использованием дорогих стройматериалов. В квартире кухонный гарнитур, встроенный со всей бытовой техникой. в комнате-шкаф. Собственник готов приобрести мебель под клиента (диван, либо кровать). Всё обсуждается. Арендаторы со своей мебелью - Приветствуются! Квартира очень светлая, уютная, с прекрасной аурой. Грамотная и функциональная планировка:  просторная кухня, большая комната с выходом на застекленную и утепленную лоджию на всю квартиру с панорамным видом на Москва Сити!  Кирпичный, добротный дом, знаменитой серии ""Башня Вулыха"", чистый подъезд, круглосуточный консьерж, огороженный и охраняемый двор, шлагбаум, всегда есть место для парковки, что редкость для ЦАО. Вся богатая инфраструктура в пешей доступности, магазины на любой вкус, фитнес центры, и т.д.  Есть всё для комфортного проживания. Очень  удобная локация! Как на общественном транспорте, так и на личном авто. Сдаётся на длительный срок. Звоните уважаемые коллеги и клиенты, достойный вариант, оперативный показ. ключи на руках. Длительный срок аренды!",active,--,"От года, комм. платежи включены (без счётчиков), комиссия 50%, залог 90 000 ₽",1.95,90000.0,От года,комм. платежи включены (без счётчиков),комиссия 50%,залог 90 000 ₽,,,2025-04-18 08:14:00,,74000.0,
316252056,https://www.cian.ru/rent/flat/316252056/,"1-комн. квартира, 48 м², 1/8 этаж",2025-04-14 02:43:00,"Большая Грузинская улица, 12",м. Баррикадная,р-н Пресненский,ЦАО,"Сдам однокомнатную просторную квартиру, улица Большая Грузинская, 12. Общая площадь-48 кв метров, комната-21 метр кв, кухни-9-м кв. С/у раздельный.
1/8 эт кирпичного дома (по факту квартира находится на 2 этаже, внизу офис). 
Квартира в идеальном состоянии, имеется всё самое необходимое для жизни. Очень тёплая. Сдаётся на длительный срок, без животных. В шаговой доступности метро (2 мин ходьбы). Рядом: зоопарк, кафе, рестораны, магазины, аптеки т.д). Инфраструктура на высшем уровне. Двор ухоженный и зеленый, детская площадка, окна выходят на улицу и во двор. Территория закрытая, авто можно ставить во дворе. В квартире газ. Имеется : стиральная машинка, холодильник, микроволновка, посудомоечная машина, кондиционер, вплоть до посуды. Оперативный показ. 90 000 в месяц+ по счётчикам. Депозит можем разбить на 2 месяца. Комиссия 50 %.",active,--,"От года, комм. платежи включены (без счётчиков), комиссия 50%, залог 90 000 ₽",3.57,90000.0,От года,комм. платежи включены (без счётчиков),комиссия 50%,залог 90 000 ₽,,,2025-04-14 02:43:00,,75000.0,
316243593,https://www.cian.ru/rent/flat/316243593/,"2-комн. квартира, 38,2 м², 4/9 этаж",2025-04-13 18:05:00,"6-й Монетчиковский переулок, 15/17",м. Октябрьская,р-н Замоскворечье,ЦАО,"Сдается на длительный срок 2-х комнатная квартира со смежными комнатами. Встроенная кухня со встроенной варочной, газовой панелью, стиральная машина , холодильник , микроволновая печь. В спальне, шкаф вместительный , кровать, тумба. В гостиной диван ( раскладывается ), горка под телевизор.  комод, журнальный столик. Застекленный балкон. В коридоре шкаф. Показы по договоренности , ключи на руках.",active,--,"От года, комм. платежи включены (без счётчиков), комиссия 30%, залог 80 000 ₽",4.84,80000.0,От года,комм. платежи включены (без счётчиков),комиссия 30%,залог 80 000 ₽,,,2025-04-13 18:05:00,,84000.0,
316241614,https://www.cian.ru/rent/flat/316241614/,"1-комн. квартира, 32 м², 6/9 этаж",2025-04-18 12:17:00,"Новодевичий проезд, 10",м. Спортивная,р-н Хамовники,ЦАО,"Сдается уютная однокомнатная квартира на длительный срок. Общая площадь 32 кв. м, жилая — 20 кв. м, кухня — 6 кв. м. Квартира расположена на 6 этаже 9-этажного дома. До станции метро Спортивная всего 11 минут пешком.

В квартире сделан косметический ремонт. Есть вся необходимая мебель: на кухне и в комнате. Из техники — холодильник, телевизор и стиральная машина. Санузел совмещенный, оборудован ванной. Также в квартире есть балкон, где можно приятно проводить время, наслаждаясь свежим воздухом. Подключен интернет, что удобно для работы и развлечений.

Дом в хорошем состоянии, оснащен пассажирским лифтом. Для вашего автомобиля предусмотрена наземная парковка, поэтому можно не беспокоиться о месте для машины.

Район с развитой инфраструктурой: рядом находятся школы, детские сады, клиники и магазины — все необходимое для комфортного проживания. Удобная транспортная доступность позволяет быстро добраться до любой точки города.

Условия аренды: договор на длительный срок.  Залог — один месяц. Квартира отлично подходит для одного человека или пары.

Звоните и записывайтесь на просмотр! Будем рады показать вам эту замечательную квартиру и ответить на все ваши вопросы.",active,--,"От года, комм. платежи включены (без счётчиков), комиссия 50%, залог 70 000 ₽",1.23,70000.0,От года,комм. платежи включены (без счётчиков),комиссия 50%,залог 70 000 ₽,,,2025-04-18 12:17:00,-5000.0,62000.0,
316224405,https://www.cian.ru/rent/flat/316224405/,"1-комн. квартира, 35 м², 14/16 этаж",2025-04-16 11:47:00,"улица Поликарпова, 19к1",м. Улица 1905 года,р-н Хорошевский,САО,"Уютная квартира в тихом районе в пешей доступности метро Беговая.

Сдача от собственника. Агентам не звонить. Комиссия отсутствует. Залог 80000 руб.(можно разбить на два месяца)

- Посудомоечная машина (встраиваемая) 
- Стиральная машина (встраиваемая)
- Кондиционер
- Полноценная кухня
- Встроенный холодильник с полноценной морозилкой
- Двуспальная кровать в нише (новый матрас)
- Утепленная лоджия, с электрическим отоплением
- Шкаф купе
- Два больших шкафа в лоджии",active,--,"От года, комм. платежи включены (без счётчиков), без комиссии, залог 80 000 ₽",6.17,80000.0,От года,комм. платежи включены (без счётчиков),без комиссии,залог 80 000 ₽,,,2025-04-16 11:47:00,,,
316221890,https://www.cian.ru/rent/flat/316221890/,"Апартаменты-студия, 29 м², 18/18 этаж",2025-04-12 21:09:00,"улица Новый Арбат, 29",м. Смоленская,р-н Арбат,ЦАО,"Сдаем студию на Новом Арбате, в элитном ЖК Арбат Тауэр. Современный ремонт. Дом находится под круглосуточной охраной и системой видеонаблюдения. Наземный паркинг на закрытой территории. 

В КВАРТИРЕ НЕТ ЭЛЕКТРИЧЕСТВА. Поэтому квартира сдается в 2 раза меньше рыночной цены. 
Свет на батарейках, сумка-холодильник на аккумуляторах, также можно пользоваться аккумуляторами для микроволновки и каких-то мелких нужд. Стирка в общих прачечных (есть буквально в 10 минутах от кв). 
Вода холодная, горячая есть.",active,--,"От года, комм. платежи включены (без счётчиков), без комиссии, без залога",2.37,60000.0,От года,комм. платежи включены (без счётчиков),без комиссии,без залога,,,2025-04-12 21:09:00,,78000.0,
316217481,https://www.cian.ru/rent/flat/316217481/,"2-комн. квартира, 48 м², 5/5 этаж",2025-04-12 17:24:00,"Малая Пироговская улица, 6/4к1",м. Спортивная,р-н Хамовники,ЦАО,"Без комиссии собственником на длительный срок сдаётся комфортная двухкомнатная квартира - фактически три комнаты: кабинет, спальня, гостиная с балконом с красивым панорамным видом из окон в одном из самых зеленых и престижных районов г. Москвы - Хамовники.
5 этаж 5 дома, над головой никто не шумит, соседи спокойные, приличные, тишина и покой обеспечены.
Идеальна для студентов, семейной пары, одного, максимум двух человек! Площадь квартиры 48 м2, площадь кухни 7 м2, санузел 4м2, гостиная 19 м2, кабинет и спальня: 10 и 8 м2.
В квартире имеется современная техника и мебель: кондиционер, спутниковое тв, домашний кинотеатр, музыкальный центр, стационарный компьютер, мягкая кожаная двойка: удобное кресло и диван, спальный гарнитур с 2-х спальной кроватью, диван-кровать, 4 больших платяных шкафа для одежды и обуви, встроенная кухня, вместительный холодильник, широкая 4-х камфорочнаягазовая панель, большой духовой шкаф, мощная вытяжка, качественная система очистки воды, функциональный уголок, большая эргономичная ванна, стиральная машина, бойлер.                                                                                                                                          В 5 минутах ходьбы от дома 1-й Медуниверситет Академия им. Сеченова, остановка автобусов: М6, 755С, в 10 минутах м. Фрунзенская, в 15 минутах м. Спортивная, в 20 минутах мцк Лужники. Школы, детские садики, поликлиники, больницы, фитнес, салоны красоты, спа-центры, клуб завода Каучук, Усачевские бани, бассейн Буревестник, магазины, Усачевский рынок, лучшие рестораны, кафе, музеи, скверы, парки, пруды, стадион Лужники, Новодевичий монастырь, Новый и Старый Арбат, ЦПКиО им. М. Горького - все в пешей доступности. 
Все фото реальные, квартира светлая, теплая, уютная.
Строго без домашних животных!
Регистрацию, постановку на учет в ФМС НЕ ОФОРМЛЯЮ!
Субаренду не рассматриваю.                                             В посредниках и агентах не нуждаюсь.
Ключи от объекта только у меня на руках. Доступ в данную квартиру обеспечу только я. Звоните, если не отвечаю, пишите сообщения.                                                               Если вы видете это объявление на данном сайте, оно АКТУАЛЬНО!",active,--,"От года, комм. платежи включены (без счётчиков), без комиссии, залог 100 000 ₽",1.03,100000.0,От года,комм. платежи включены (без счётчиков),без комиссии,залог 100 000 ₽,,,2025-04-12 17:24:00,,111000.0,
316212210,https://www.cian.ru/rent/flat/316212210/,"2-комн. квартира, 45,5 м², 1/5 этаж",2025-04-16 18:59:00,"2-я Черногрязская улица, 3С1",м. Улица 1905 года,р-н Пресненский,ЦАО,"Уютная, евродвушка в ЦАО, с красивым видом из окон на Верхний Красногвардейскийпруд и Москва-Сити.. Всё блага цивилизации в шаговой доступности.",active,--,"От года, комм. платежи включены (без счётчиков), без комиссии, залог 80 000 ₽",4.67,80000.0,От года,комм. платежи включены (без счётчиков),без комиссии,залог 80 000 ₽,,,2025-04-16 18:59:00,,64000.0,
316211737,https://www.cian.ru/rent/flat/316211737/,"1-комн. квартира, 43 м², 7/9 этаж",2025-04-18 18:50:00,"Большая Грузинская улица, 63С1",м. Баррикадная,р-н Пресненский,ЦАО,"Сдается уютная, светлая, просторная квартира в идеальной локации. Вся необходимая мебель и бытовая техника в наличии. Просторная ванная комната с удобной душевой кабиной. В квартире все обустроено для комфортной жизни. Застекленная лоджия. Вид из окна на улицу, но дом удачно расположен не вблизи к проезжей части и это гарантирует тишину в квартире. Парковка придомовая, есть и за шлагбаумом.",active,--,"От года, комм. платежи включены (без счётчиков), комиссия 40%, залог 85 000 ₽",4.8,85000.0,От года,комм. платежи включены (без счётчиков),комиссия 40%,залог 85 000 ₽,,,2025-04-18 18:50:00,-3000.0,73000.0,
316208696,https://www.cian.ru/rent/flat/316208696/,"2-комн. квартира, 42,2 м², 1/5 этаж",2025-04-12 11:00:00,"Ленинский проспект, 43К10",м. Ленинский проспект,р-н Гагаринский,ЮЗАО,"БЕЗ КОМИССИИ 
ОПЕРАТИВНЫЙ ПОКАЗ, ключи на руках

!! Дети и животные обсуждаются отдельно: условия, возраст детей, какое домашнее животное.  

Сдается полностью укомплектованная квартира  с ИЗОЛИРОВАННЫМИ комнатами. С качественным ремонтом. Делался для себя.  

Квартира очень уютная.
Много мест для хранения вещей. Два спальных места. Есть посуда и вся бытовая техника:
чайник, микроволновка, пылесос, утюг, посудомойка, мультиварка.
 
Окна выходят в тихий двор. Подъезд чистый. До метро 8 минут пешком. Много парковочных мест рядом с домом. 

Оплата: вода, свет по счетчикам.

Пишите/звоните - все расскажу",active,--,"От года, комм. платежи включены (без счётчиков), без комиссии, залог 90 000 ₽",4.78,90000.0,От года,комм. платежи включены (без счётчиков),без комиссии,залог 90 000 ₽,,,2025-04-12 11:00:00,,76000.0,
316207436,https://www.cian.ru/rent/flat/316207436/,"2-комн. квартира, 65 м², 4/25 этаж",2025-04-15 12:20:00,"проспект 60-летия Октября, 8",м. Ленинский проспект,р-н Академический,ЮЗАО,"Сдаётся уютная двухкомнатная квартира в Москве на проспекте 60-летия Октября, 8. Общая площадь составляет 60 кв. м, жилая — 30 кв. м, а кухня — 8 кв. м. Квартира расположена на 4 этаже современного 25-этажного монолитного дома, построенного в 2003 году. Высокие потолки — 3 метра — создают ощущение простора. До метро ""Академическая"" всего 9 минут пешком, что очень удобно для ежедневных поездок.

В квартире сделан качественный ремонт. В комнатах и в на кухне есть вся необходимая мебель, чтобы вы могли сразу въехать и чувствовать себя как дома. Для вашего комфорта установлены кондиционер, холодильник, телевизор и стиральная машина. Окна выходят во двор, что обеспечивает тишину и спокойствие. В совмещённом санузле установлена ванна. 

Дом находится в хорошем состоянии, оснащён четырьмя пассажирскими лифтами и мусоропроводом. Для автовладельцев предусмотрена наземная парковка. 

Рядом с домом есть всё необходимое для комфортной жизни: школы, детские сады, клиники и магазины, поэтому можно не беспокоиться о повседневных нуждах. Хорошая транспортная доступность позволяет быстро добраться до любых районов города.",active,--,"От года, комм. платежи включены (без счётчиков), комиссия 75%, залог 100 000 ₽",5.89,100000.0,От года,комм. платежи включены (без счётчиков),комиссия 75%,залог 100 000 ₽,,,2025-04-15 12:20:00,,78000.0,
316197818,https://www.cian.ru/rent/flat/316197818/,"1-комн. квартира, 37 м², 3/5 этаж",2025-04-15 22:42:00,"улица Шухова, 4",м. Шаболовская,р-н Даниловский,ЮАО,"Чистая аккуратная квартира в отличном состоянии в добротном сталинском доме, толстые стены, высокие потолки, хорошая звукоизоляция квартиры, установлена современная мебель и бытовая техника, есть всё для комфортного проживания, встроенная кухня гарнитур, обеденный стол, стулья, в комнате два спальных места, шкафы для одежды, два рабочих стола, проведена выделенная высокоскоростная линия интернет, в прихожей мебель, ванная комната с хорошим ремонтом, двор закрыт для сквозного проезда, тихо, летом много зелени, метро в пешей доступности, вся инфраструктура района. Рассматриваем арендаторов без детей и животных.",active,--,"От года, комм. платежи включены (без счётчиков), комиссия 80%, залог 70 000 ₽",4.67,70000.0,От года,комм. платежи включены (без счётчиков),комиссия 80%,залог 70 000 ₽,,,2025-04-18 21:38:00,,70000.0,
316192004,https://www.cian.ru/rent/flat/316192004/,"1-комн. квартира, 31 м², 2/9 этаж",2025-04-11 20:20:00,"Малая Тульская улица, 6",м. Шаболовская,р-н Даниловский,ЮАО,"квартира сдаётся на долгий срок .Все необходимое для проживания есть .Рядом кафе ,магазины,рынок .Метро в 5 мин от дома .В подъезде сделан капитальный ремонт.Соседи все спокойные приятные люди .Окна большие пластиковые ,много света .Счетчики и другие платежи включены в плату .Показ в любое удобное для вас время, звоните .",active,--,"От года, комм. платежи включены (счётчики включены), комиссия 60%, залог 50 000 ₽",5.41,73000.0,От года,комм. платежи включены (счётчики включены),комиссия 60%,залог 50 000 ₽,,,2025-04-18 12:01:00,,58000.0,
316187925,https://www.cian.ru/rent/flat/316187925/,"2-комн. квартира, 47 м², 5/5 этаж",2025-04-16 15:54:00,"улица Вавилова, 16",м. Ленинский проспект,р-н Гагаринский,ЮЗАО,"BАШЕМУ BНИMАНИЮ

РАСCМAТPИВAEМ ПЛАТЕЖECПOCOБНЫХ И ЧИСTOПЛОTНЫХ ЖИЛЬЦOB

| СВЕТЛAЯ | ПРОСТOРHАЯ | УЮTНAЯ

Cдаётся нa длительный срок 2- кoмнатнaя квартиpа.  Квартира для тех кто любит чистоту, комфорт и уют В квартире имеется вся мебель и техника для вашего комфортного проживания Развитая инфраструктура района Рядом с домом расположено все необходимое: Продуктовые 

 Детский сад

Аптеки

Кафе и рестораны

Спортивный зал

Спокойные соседи и замечательная хозяйка квартиры

 Оперативный показ

Заселение день в день

Звонить и писать в любое время",active,--,"От года, комм. платежи включены (без счётчиков), комиссия 35%, залог 85 000 ₽",4.74,80000.0,От года,комм. платежи включены (без счётчиков),комиссия 35%,залог 85 000 ₽,,,2025-04-17 18:27:00,,86000.0,
316184609,https://www.cian.ru/rent/flat/316184609/,"1-комн. квартира, 33 м², 2/9 этаж",2025-04-17 16:53:00,"Кутузовский проспект, 15",м. Киевская,р-н Дорогомилово,ЗАО,"Отличное предложение! Сдается однокомнатная квартира на втором этаже  девятиэтажного кирпичного дома.

Развитая инфраструктура, шаговая доступность до метро, удобная транспортная развязка . Торговые центры, фитнес клубы , магазины, кофейни. Тихий зеленый двор.

Квартира после косметического ремонта , вся мебель, вся бытовая техник в хорошем состоянии.
 Звоните, показ по договоренности.",active,--,"От года, комм. платежи включены (без счётчиков), комиссия 50%, залог 68 000 ₽",2.3,68000.0,От года,комм. платежи включены (без счётчиков),комиссия 50%,залог 68 000 ₽,,,2025-04-17 16:53:00,-5000.0,62000.0,
