offer_id,date,date_iso,price,price_clean,change,change_clean,is_increase
315833677,10 апр 2025,2025-04-10 00:00:00,95 000 ₽/мес.,95000,3 000 ₽,-3000,False
315833677,8 апр 2025,2025-04-08 00:00:00,98 000 ₽/мес.,98000,2 000 ₽,-2000,False
315833677,3 апр 2025,2025-04-03 00:00:00,100 000 ₽/мес.,100000,,,False
315821066,9 апр 2025,2025-04-09 00:00:00,83 000 ₽/мес.,83000,7 000 ₽,-7000,False
315821066,7 апр 2025,2025-04-07 00:00:00,90 000 ₽/мес.,90000,5 000 ₽,-5000,False
315821066,3 апр 2025,2025-04-03 00:00:00,95 000 ₽/мес.,95000,,,False
315820540,9 апр 2025,2025-04-09 00:00:00,100 000 ₽/мес.,100000,10 000 ₽,-10000,False
315820540,3 апр 2025,2025-04-03 00:00:00,110 000 ₽/мес.,110000,,,False
315816443,9 апр 2025,2025-04-09 00:00:00,82 000 ₽/мес.,82000,1 000 ₽,-1000,False
315816443,7 апр 2025,2025-04-07 00:00:00,83 000 ₽/мес.,83000,2 000 ₽,-2000,False
315816443,3 апр 2025,2025-04-03 00:00:00,85 000 ₽/мес.,85000,,,False
315812551,9 апр 2025,2025-04-09 00:00:00,90 000 ₽/мес.,90000,10 000 ₽,-10000,False
315812551,4 апр 2025,2025-04-04 00:00:00,100 000 ₽/мес.,100000,10 000 ₽,-10000,False
315812551,3 апр 2025,2025-04-03 00:00:00,110 000 ₽/мес.,110000,,,False
315810088,10 апр 2025,2025-04-10 00:00:00,95 000 ₽/мес.,95000,3 000 ₽,-3000,False
315810088,9 апр 2025,2025-04-09 00:00:00,98 000 ₽/мес.,98000,2 000 ₽,-2000,False
315810088,4 апр 2025,2025-04-04 00:00:00,100 000 ₽/мес.,100000,10 000 ₽,+10000,True
315810088,4 апр 2025,2025-04-04 00:00:00,90 000 ₽/мес.,90000,25 000 ₽,+25000,True
315810088,3 апр 2025,2025-04-03 00:00:00,65 000 ₽/мес.,65000,5 000 ₽,+5000,True
315810088,3 апр 2025,2025-04-03 00:00:00,60 000 ₽/мес.,60000,,,False
315803397,Сегодня,2025-04-11 00:00:00,80 000 ₽/мес.,80000,5 000 ₽,-5000,False
315803397,9 апр 2025,2025-04-09 00:00:00,85 000 ₽/мес.,85000,5 000 ₽,+5000,True
315803397,5 апр 2025,2025-04-05 00:00:00,80 000 ₽/мес.,80000,5 000 ₽,-5000,False
315803397,3 апр 2025,2025-04-03 00:00:00,85 000 ₽/мес.,85000,,,False
315754970,Сегодня,2025-04-11 00:00:00,63 000 ₽/мес.,63000,2 000 ₽,-2000,False
315754970,2 апр 2025,2025-04-02 00:00:00,65 000 ₽/мес.,65000,,,False
315730547,8 апр 2025,2025-04-08 00:00:00,90 000 ₽/мес.,90000,9 000 ₽,-9000,False
315730547,3 апр 2025,2025-04-03 00:00:00,99 000 ₽/мес.,99000,21 000 ₽,-21000,False
315730547,1 апр 2025,2025-04-01 00:00:00,120 000 ₽/мес.,120000,,,False
315729152,Сегодня,2025-04-11 00:00:00,65 000 ₽/мес.,65000,5 000 ₽,-5000,False
315729152,5 апр 2025,2025-04-05 00:00:00,70 000 ₽/мес.,70000,5 000 ₽,-5000,False
315729152,1 апр 2025,2025-04-01 00:00:00,75 000 ₽/мес.,75000,,,False
315728836,9 апр 2025,2025-04-09 00:00:00,80 000 ₽/мес.,80000,5 000 ₽,-5000,False
315728836,1 апр 2025,2025-04-01 00:00:00,85 000 ₽/мес.,85000,,,False
315713910,Сегодня,2025-04-11 00:00:00,80 000 ₽/мес.,80000,5 000 ₽,-5000,False
315713910,8 апр 2025,2025-04-08 00:00:00,85 000 ₽/мес.,85000,3 000 ₽,-3000,False
315713910,1 апр 2025,2025-04-01 00:00:00,88 000 ₽/мес.,88000,,,False
315700180,1 апр 2025,2025-04-01 00:00:00,55 000 ₽/мес.,55000,4 000 ₽,-4000,False
315700180,1 апр 2025,2025-04-01 00:00:00,59 000 ₽/мес.,59000,4 000 ₽,+4000,True
315700180,1 апр 2025,2025-04-01 00:00:00,55 000 ₽/мес.,55000,4 000 ₽,-4000,False
315700180,1 апр 2025,2025-04-01 00:00:00,59 000 ₽/мес.,59000,,,False
315651956,10 апр 2025,2025-04-10 00:00:00,85 000 ₽/мес.,85000,5 000 ₽,-5000,False
315651956,31 мар 2025,2025-03-31 00:00:00,90 000 ₽/мес.,90000,,,False
315643332,7 апр 2025,2025-04-07 00:00:00,64 000 ₽/мес.,64000,1 000 ₽,-1000,False
315643332,31 мар 2025,2025-03-31 00:00:00,65 000 ₽/мес.,65000,,,False
315632122,1 апр 2025,2025-04-01 00:00:00,75 000 ₽/мес.,75000,5 000 ₽,+5000,True
315632122,31 мар 2025,2025-03-31 00:00:00,70 000 ₽/мес.,70000,,,False
315629964,Сегодня,2025-04-11 00:00:00,75 000 ₽/мес.,75000,5 000 ₽,-5000,False
315629964,31 мар 2025,2025-03-31 00:00:00,80 000 ₽/мес.,80000,,,False
315628189,9 апр 2025,2025-04-09 00:00:00,100 000 ₽/мес.,100000,20 000 ₽,-20000,False
315628189,31 мар 2025,2025-03-31 00:00:00,120 000 ₽/мес.,120000,,,False
315594222,7 апр 2025,2025-04-07 00:00:00,65 000 ₽/мес.,65000,3 000 ₽,-3000,False
315594222,3 апр 2025,2025-04-03 00:00:00,68 000 ₽/мес.,68000,2 000 ₽,-2000,False
315594222,31 мар 2025,2025-03-31 00:00:00,70 000 ₽/мес.,70000,3 000 ₽,-3000,False
315594222,29 мар 2025,2025-03-29 00:00:00,73 000 ₽/мес.,73000,,,False
315587764,3 апр 2025,2025-04-03 00:00:00,75 000 ₽/мес.,75000,5 000 ₽,-5000,False
315587764,29 мар 2025,2025-03-29 00:00:00,80 000 ₽/мес.,80000,,,False
315568674,1 апр 2025,2025-04-01 00:00:00,79 000 ₽/мес.,79000,5 000 ₽,-5000,False
315568674,28 мар 2025,2025-03-28 00:00:00,84 000 ₽/мес.,84000,,,False
315542107,5 апр 2025,2025-04-05 00:00:00,60 000 ₽/мес.,60000,3 000 ₽,+3000,True
315542107,3 апр 2025,2025-04-03 00:00:00,57 000 ₽/мес.,57000,2 000 ₽,-2000,False
315542107,29 мар 2025,2025-03-29 00:00:00,59 000 ₽/мес.,59000,2 000 ₽,+2000,True
315542107,29 мар 2025,2025-03-29 00:00:00,57 000 ₽/мес.,57000,3 000 ₽,-3000,False
315542107,28 мар 2025,2025-03-28 00:00:00,60 000 ₽/мес.,60000,,,False
315511832,27 мар 2025,2025-03-27 00:00:00,39 000 ₽/мес.,39000,1 000 ₽,+1000,True
315511832,27 мар 2025,2025-03-27 00:00:00,38 000 ₽/мес.,38000,,,False
315465032,6 апр 2025,2025-04-06 00:00:00,80 000 ₽/мес.,80000,5 000 ₽,-5000,False
315465032,3 апр 2025,2025-04-03 00:00:00,85 000 ₽/мес.,85000,5 000 ₽,-5000,False
315465032,1 апр 2025,2025-04-01 00:00:00,90 000 ₽/мес.,90000,10 000 ₽,-10000,False
315465032,27 мар 2025,2025-03-27 00:00:00,100 000 ₽/мес.,100000,,,False
315459767,27 мар 2025,2025-03-27 00:00:00,90 000 ₽/мес.,90000,10 000 ₽,-10000,False
315459767,26 мар 2025,2025-03-26 00:00:00,100 000 ₽/мес.,100000,,,False
315451411,31 мар 2025,2025-03-31 00:00:00,95 000 ₽/мес.,95000,5 000 ₽,-5000,False
315451411,26 мар 2025,2025-03-26 00:00:00,100 000 ₽/мес.,100000,,,False
315445673,27 мар 2025,2025-03-27 00:00:00,70 000 ₽/мес.,70000,5 000 ₽,-5000,False
315445673,26 мар 2025,2025-03-26 00:00:00,75 000 ₽/мес.,75000,,,False
315443864,31 мар 2025,2025-03-31 00:00:00,80 000 ₽/мес.,80000,10 000 ₽,-10000,False
315443864,28 мар 2025,2025-03-28 00:00:00,90 000 ₽/мес.,90000,10 000 ₽,+10000,True
315443864,28 мар 2025,2025-03-28 00:00:00,80 000 ₽/мес.,80000,10 000 ₽,-10000,False
315443864,26 мар 2025,2025-03-26 00:00:00,90 000 ₽/мес.,90000,,,False
315391921,10 апр 2025,2025-04-10 00:00:00,95 000 ₽/мес.,95000,3 000 ₽,-3000,False
315391921,3 апр 2025,2025-04-03 00:00:00,98 000 ₽/мес.,98000,2 000 ₽,-2000,False
315391921,27 мар 2025,2025-03-27 00:00:00,100 000 ₽/мес.,100000,5 000 ₽,-5000,False
315391921,25 мар 2025,2025-03-25 00:00:00,105 000 ₽/мес.,105000,,,False
315351421,1 апр 2025,2025-04-01 00:00:00,95 000 ₽/мес.,95000,5 000 ₽,-5000,False
315351421,24 мар 2025,2025-03-24 00:00:00,100 000 ₽/мес.,100000,,,False
315314773,6 апр 2025,2025-04-06 00:00:00,90 000 ₽/мес.,90000,10 000 ₽,-10000,False
315314773,23 мар 2025,2025-03-23 00:00:00,100 000 ₽/мес.,100000,,,False
315304762,5 апр 2025,2025-04-05 00:00:00,80 000 ₽/мес.,80000,5 000 ₽,-5000,False
315304762,2 апр 2025,2025-04-02 00:00:00,85 000 ₽/мес.,85000,5 000 ₽,-5000,False
315304762,31 мар 2025,2025-03-31 00:00:00,90 000 ₽/мес.,90000,5 000 ₽,-5000,False
315304762,29 мар 2025,2025-03-29 00:00:00,95 000 ₽/мес.,95000,,,False
315283350,3 апр 2025,2025-04-03 00:00:00,99 000 ₽/мес.,99000,10 000 ₽,+10000,True
315283350,26 мар 2025,2025-03-26 00:00:00,89 000 ₽/мес.,89000,10 000 ₽,-10000,False
315283350,22 мар 2025,2025-03-22 00:00:00,99 000 ₽/мес.,99000,,,False
315268246,2 апр 2025,2025-04-02 00:00:00,70 000 ₽/мес.,70000,5 000 ₽,-5000,False
315268246,28 мар 2025,2025-03-28 00:00:00,75 000 ₽/мес.,75000,5 000 ₽,-5000,False
315268246,27 мар 2025,2025-03-27 00:00:00,80 000 ₽/мес.,80000,5 000 ₽,-5000,False
315268246,23 мар 2025,2025-03-23 00:00:00,85 000 ₽/мес.,85000,5 000 ₽,-5000,False
315268246,21 мар 2025,2025-03-21 00:00:00,90 000 ₽/мес.,90000,,,False
315254874,8 апр 2025,2025-04-08 00:00:00,68 000 ₽/мес.,68000,2 000 ₽,-2000,False
315254874,31 мар 2025,2025-03-31 00:00:00,70 000 ₽/мес.,70000,5 000 ₽,-5000,False
315254874,21 мар 2025,2025-03-21 00:00:00,75 000 ₽/мес.,75000,,,False
315248123,5 апр 2025,2025-04-05 00:00:00,90 000 ₽/мес.,90000,5 000 ₽,-5000,False
315248123,21 мар 2025,2025-03-21 00:00:00,95 000 ₽/мес.,95000,,,False
315247918,24 мар 2025,2025-03-24 00:00:00,55 000 ₽/мес.,55000,5 000 ₽,-5000,False
315247918,24 мар 2025,2025-03-24 00:00:00,60 000 ₽/мес.,60000,,,False
315211862,31 мар 2025,2025-03-31 00:00:00,85 000 ₽/мес.,85000,10 000 ₽,-10000,False
315211862,22 мар 2025,2025-03-22 00:00:00,95 000 ₽/мес.,95000,5 000 ₽,-5000,False
315211862,20 мар 2025,2025-03-20 00:00:00,100 000 ₽/мес.,100000,,,False
315200544,31 мар 2025,2025-03-31 00:00:00,80 000 ₽/мес.,80000,5 000 ₽,-5000,False
315200544,20 мар 2025,2025-03-20 00:00:00,85 000 ₽/мес.,85000,,,False
315129735,9 апр 2025,2025-04-09 00:00:00,80 000 ₽/мес.,80000,2 000 ₽,-2000,False
315129735,8 апр 2025,2025-04-08 00:00:00,82 000 ₽/мес.,82000,3 000 ₽,-3000,False
315129735,19 мар 2025,2025-03-19 00:00:00,85 000 ₽/мес.,85000,,,False
315111390,31 мар 2025,2025-03-31 00:00:00,83 000 ₽/мес.,83000,2 000 ₽,-2000,False
315111390,25 мар 2025,2025-03-25 00:00:00,85 000 ₽/мес.,85000,5 000 ₽,-5000,False
315111390,18 мар 2025,2025-03-18 00:00:00,90 000 ₽/мес.,90000,,,False
315097776,8 апр 2025,2025-04-08 00:00:00,100 000 ₽/мес.,100000,10 000 ₽,-10000,False
315097776,18 мар 2025,2025-03-18 00:00:00,110 000 ₽/мес.,110000,,,False
315083863,1 апр 2025,2025-04-01 00:00:00,65 000 ₽/мес.,65000,2 000 ₽,-2000,False
315083863,19 мар 2025,2025-03-19 00:00:00,67 000 ₽/мес.,67000,3 000 ₽,-3000,False
315083863,18 мар 2025,2025-03-18 00:00:00,70 000 ₽/мес.,70000,,,False
315036193,18 мар 2025,2025-03-18 00:00:00,70 000 ₽/мес.,70000,10 000 ₽,-10000,False
315036193,17 мар 2025,2025-03-17 00:00:00,80 000 ₽/мес.,80000,,,False
315027467,20 мар 2025,2025-03-20 00:00:00,75 000 ₽/мес.,75000,5 000 ₽,-5000,False
315027467,17 мар 2025,2025-03-17 00:00:00,80 000 ₽/мес.,80000,,,False
315022739,Сегодня,2025-04-11 00:00:00,85 000 ₽/мес.,85000,5 000 ₽,-5000,False
315022739,5 апр 2025,2025-04-05 00:00:00,90 000 ₽/мес.,90000,5 000 ₽,+5000,True
315022739,1 апр 2025,2025-04-01 00:00:00,85 000 ₽/мес.,85000,5 000 ₽,-5000,False
315022739,31 мар 2025,2025-03-31 00:00:00,90 000 ₽/мес.,90000,5 000 ₽,+5000,True
315022739,31 мар 2025,2025-03-31 00:00:00,85 000 ₽/мес.,85000,5 000 ₽,-5000,False
315022739,30 мар 2025,2025-03-30 00:00:00,90 000 ₽/мес.,90000,5 000 ₽,+5000,True
315022739,28 мар 2025,2025-03-28 00:00:00,85 000 ₽/мес.,85000,5 000 ₽,-5000,False
315022739,17 мар 2025,2025-03-17 00:00:00,90 000 ₽/мес.,90000,,,False
315006192,31 мар 2025,2025-03-31 00:00:00,85 000 ₽/мес.,85000,5 000 ₽,-5000,False
315006192,16 мар 2025,2025-03-16 00:00:00,90 000 ₽/мес.,90000,,,False
315002966,7 апр 2025,2025-04-07 00:00:00,80 000 ₽/мес.,80000,5 000 ₽,-5000,False
315002966,16 мар 2025,2025-03-16 00:00:00,85 000 ₽/мес.,85000,,,False
314996951,3 апр 2025,2025-04-03 00:00:00,100 000 ₽/мес.,100000,20 000 ₽,-20000,False
314996951,16 мар 2025,2025-03-16 00:00:00,120 000 ₽/мес.,120000,,,False
314972514,20 мар 2025,2025-03-20 00:00:00,75 000 ₽/мес.,75000,2 000 ₽,-2000,False
314972514,15 мар 2025,2025-03-15 00:00:00,77 000 ₽/мес.,77000,,,False
314946175,17 мар 2025,2025-03-17 00:00:00,80 000 ₽/мес.,80000,5 000 ₽,-5000,False
314946175,14 мар 2025,2025-03-14 00:00:00,85 000 ₽/мес.,85000,,,False
314946091,7 апр 2025,2025-04-07 00:00:00,100 000 ₽/мес.,100000,10 000 ₽,-10000,False
314946091,14 мар 2025,2025-03-14 00:00:00,110 000 ₽/мес.,110000,,,False
314945210,19 мар 2025,2025-03-19 00:00:00,85 000 ₽/мес.,85000,5 000 ₽,-5000,False
314945210,14 мар 2025,2025-03-14 00:00:00,90 000 ₽/мес.,90000,,,False
314941425,24 мар 2025,2025-03-24 00:00:00,85 000 ₽/мес.,85000,1 000 ₽,-1000,False
314941425,19 мар 2025,2025-03-19 00:00:00,86 000 ₽/мес.,86000,6 000 ₽,-6000,False
314941425,14 мар 2025,2025-03-14 00:00:00,92 000 ₽/мес.,92000,,,False
314935905,1 апр 2025,2025-04-01 00:00:00,90 000 ₽/мес.,90000,3 000 ₽,-3000,False
314935905,28 мар 2025,2025-03-28 00:00:00,93 000 ₽/мес.,93000,2 000 ₽,-2000,False
314935905,25 мар 2025,2025-03-25 00:00:00,95 000 ₽/мес.,95000,2 000 ₽,-2000,False
314935905,23 мар 2025,2025-03-23 00:00:00,97 000 ₽/мес.,97000,3 000 ₽,-3000,False
314935905,15 мар 2025,2025-03-15 00:00:00,100 000 ₽/мес.,100000,10 000 ₽,-10000,False
314935905,14 мар 2025,2025-03-14 00:00:00,110 000 ₽/мес.,110000,,,False
314934705,8 апр 2025,2025-04-08 00:00:00,80 000 ₽/мес.,80000,5 000 ₽,-5000,False
314934705,20 мар 2025,2025-03-20 00:00:00,85 000 ₽/мес.,85000,5 000 ₽,-5000,False
314934705,14 мар 2025,2025-03-14 00:00:00,90 000 ₽/мес.,90000,,,False
314900735,24 мар 2025,2025-03-24 00:00:00,100 000 ₽/мес.,100000,10 000 ₽,-10000,False
314900735,22 мар 2025,2025-03-22 00:00:00,110 000 ₽/мес.,110000,10 000 ₽,-10000,False
314900735,18 мар 2025,2025-03-18 00:00:00,120 000 ₽/мес.,120000,3 000 ₽,-3000,False
314900735,13 мар 2025,2025-03-13 00:00:00,123 000 ₽/мес.,123000,,,False
314897737,8 апр 2025,2025-04-08 00:00:00,81 000 ₽/мес.,81000,4 000 ₽,-4000,False
314897737,13 мар 2025,2025-03-13 00:00:00,85 000 ₽/мес.,85000,,,False
314892346,7 апр 2025,2025-04-07 00:00:00,90 000 ₽/мес.,90000,5 000 ₽,-5000,False
314892346,20 мар 2025,2025-03-20 00:00:00,95 000 ₽/мес.,95000,10 000 ₽,-10000,False
314892346,19 мар 2025,2025-03-19 00:00:00,105 000 ₽/мес.,105000,10 000 ₽,+10000,True
314892346,17 мар 2025,2025-03-17 00:00:00,95 000 ₽/мес.,95000,10 000 ₽,-10000,False
314892346,13 мар 2025,2025-03-13 00:00:00,105 000 ₽/мес.,105000,,,False
314886750,21 мар 2025,2025-03-21 00:00:00,75 000 ₽/мес.,75000,5 000 ₽,-5000,False
314886750,13 мар 2025,2025-03-13 00:00:00,80 000 ₽/мес.,80000,,,False
314875890,26 мар 2025,2025-03-26 00:00:00,75 000 ₽/мес.,75000,5 000 ₽,-5000,False
314875890,15 мар 2025,2025-03-15 00:00:00,80 000 ₽/мес.,80000,5 000 ₽,+5000,True
314875890,15 мар 2025,2025-03-15 00:00:00,75 000 ₽/мес.,75000,5 000 ₽,-5000,False
314875890,13 мар 2025,2025-03-13 00:00:00,80 000 ₽/мес.,80000,,,False
314849209,20 мар 2025,2025-03-20 00:00:00,75 000 ₽/мес.,75000,2 000 ₽,-2000,False
314849209,12 мар 2025,2025-03-12 00:00:00,77 000 ₽/мес.,77000,,,False
314823008,12 мар 2025,2025-03-12 00:00:00,40 000 ₽/мес.,40000,5 000 ₽,-5000,False
314823008,12 мар 2025,2025-03-12 00:00:00,45 000 ₽/мес.,45000,,,False
314796069,10 апр 2025,2025-04-10 00:00:00,83 000 ₽/мес.,83000,2 000 ₽,-2000,False
314796069,11 мар 2025,2025-03-11 00:00:00,85 000 ₽/мес.,85000,,,False
314782839,7 апр 2025,2025-04-07 00:00:00,80 000 ₽/мес.,80000,5 000 ₽,-5000,False
314782839,24 мар 2025,2025-03-24 00:00:00,85 000 ₽/мес.,85000,5 000 ₽,-5000,False
314782839,14 мар 2025,2025-03-14 00:00:00,90 000 ₽/мес.,90000,10 000 ₽,-10000,False
314782839,11 мар 2025,2025-03-11 00:00:00,100 000 ₽/мес.,100000,,,False
314697512,9 апр 2025,2025-04-09 00:00:00,100 000 ₽/мес.,100000,5 000 ₽,-5000,False
314697512,8 апр 2025,2025-04-08 00:00:00,105 000 ₽/мес.,105000,5 000 ₽,-5000,False
314697512,9 мар 2025,2025-03-09 00:00:00,110 000 ₽/мес.,110000,,,False
314676517,26 мар 2025,2025-03-26 00:00:00,89 990 ₽/мес.,89990,5 000 ₽,-5000,False
314676517,23 мар 2025,2025-03-23 00:00:00,94 990 ₽/мес.,94990,2 000 ₽,-2000,False
314676517,22 мар 2025,2025-03-22 00:00:00,96 990 ₽/мес.,96990,3 000 ₽,-3000,False
314676517,22 мар 2025,2025-03-22 00:00:00,99 990 ₽/мес.,99990,1 000 ₽,+1000,True
314676517,21 мар 2025,2025-03-21 00:00:00,98 990 ₽/мес.,98990,1 000 ₽,-1000,False
314676517,20 мар 2025,2025-03-20 00:00:00,99 990 ₽/мес.,99990,4 910 ₽,-4910,False
314676517,19 мар 2025,2025-03-19 00:00:00,104 900 ₽/мес.,104900,3 000 ₽,-3000,False
314676517,18 мар 2025,2025-03-18 00:00:00,107 900 ₽/мес.,107900,2 000 ₽,-2000,False
314676517,17 мар 2025,2025-03-17 00:00:00,109 900 ₽/мес.,109900,5 000 ₽,-5000,False
314676517,16 мар 2025,2025-03-16 00:00:00,114 900 ₽/мес.,114900,2 000 ₽,-2000,False
314676517,16 мар 2025,2025-03-16 00:00:00,116 900 ₽/мес.,116900,1 000 ₽,-1000,False
314676517,15 мар 2025,2025-03-15 00:00:00,117 900 ₽/мес.,117900,2 000 ₽,-2000,False
314676517,11 мар 2025,2025-03-11 00:00:00,119 900 ₽/мес.,119900,100 ₽,-100,False
314676517,9 мар 2025,2025-03-09 00:00:00,120 000 ₽/мес.,120000,,,False
314551242,10 апр 2025,2025-04-10 00:00:00,97 000 ₽/мес.,97000,3 000 ₽,-3000,False
314551242,4 апр 2025,2025-04-04 00:00:00,100 000 ₽/мес.,100000,2 000 ₽,+2000,True
314551242,27 мар 2025,2025-03-27 00:00:00,98 000 ₽/мес.,98000,7 000 ₽,-7000,False
314551242,12 мар 2025,2025-03-12 00:00:00,105 000 ₽/мес.,105000,5 000 ₽,+5000,True
314551242,5 мар 2025,2025-03-05 00:00:00,100 000 ₽/мес.,100000,,,False
314525238,6 апр 2025,2025-04-06 00:00:00,78 000 ₽/мес.,78000,2 000 ₽,-2000,False
314525238,5 мар 2025,2025-03-05 00:00:00,80 000 ₽/мес.,80000,,,False
314525237,6 апр 2025,2025-04-06 00:00:00,78 000 ₽/мес.,78000,2 000 ₽,-2000,False
314525237,5 мар 2025,2025-03-05 00:00:00,80 000 ₽/мес.,80000,,,False
314492366,9 апр 2025,2025-04-09 00:00:00,100 000 ₽/мес.,100000,10 000 ₽,-10000,False
314492366,31 мар 2025,2025-03-31 00:00:00,110 000 ₽/мес.,110000,10 000 ₽,-10000,False
314492366,4 мар 2025,2025-03-04 00:00:00,120 000 ₽/мес.,120000,,,False
314471098,28 мар 2025,2025-03-28 00:00:00,80 000 ₽/мес.,80000,5 000 ₽,-5000,False
314471098,4 мар 2025,2025-03-04 00:00:00,85 000 ₽/мес.,85000,,,False
314452113,8 апр 2025,2025-04-08 00:00:00,77 000 ₽/мес.,77000,5 000 ₽,-5000,False
314452113,27 мар 2025,2025-03-27 00:00:00,82 000 ₽/мес.,82000,2 000 ₽,+2000,True
314452113,26 мар 2025,2025-03-26 00:00:00,80 000 ₽/мес.,80000,10 000 ₽,-10000,False
314452113,3 мар 2025,2025-03-03 00:00:00,90 000 ₽/мес.,90000,,,False
314390462,4 апр 2025,2025-04-04 00:00:00,68 000 ₽/мес.,68000,2 000 ₽,-2000,False
314390462,20 мар 2025,2025-03-20 00:00:00,70 000 ₽/мес.,70000,5 000 ₽,-5000,False
314390462,15 мар 2025,2025-03-15 00:00:00,75 000 ₽/мес.,75000,3 000 ₽,-3000,False
314390462,10 мар 2025,2025-03-10 00:00:00,78 000 ₽/мес.,78000,2 000 ₽,-2000,False
314390462,3 мар 2025,2025-03-03 00:00:00,80 000 ₽/мес.,80000,,,False
314373441,10 апр 2025,2025-04-10 00:00:00,75 000 ₽/мес.,75000,69 000 ₽,+69000,True
314373441,2 мар 2025,2025-03-02 00:00:00,6 000 ₽/мес.,6000,,,False
314330220,6 мар 2025,2025-03-06 00:00:00,65 000 ₽/мес.,65000,5 000 ₽,-5000,False
314330220,28 фев 2025,2025-02-28 00:00:00,70 000 ₽/мес.,70000,,,False
314329494,31 мар 2025,2025-03-31 00:00:00,80 000 ₽/мес.,80000,5 000 ₽,-5000,False
314329494,14 мар 2025,2025-03-14 00:00:00,85 000 ₽/мес.,85000,5 000 ₽,-5000,False
314329494,2 мар 2025,2025-03-02 00:00:00,90 000 ₽/мес.,90000,5 000 ₽,+5000,True
314329494,28 фев 2025,2025-02-28 00:00:00,85 000 ₽/мес.,85000,,,False
314327404,9 апр 2025,2025-04-09 00:00:00,90 000 ₽/мес.,90000,5 000 ₽,-5000,False
314327404,24 мар 2025,2025-03-24 00:00:00,95 000 ₽/мес.,95000,10 000 ₽,-10000,False
314327404,28 фев 2025,2025-02-28 00:00:00,105 000 ₽/мес.,105000,,,False
314317233,2 апр 2025,2025-04-02 00:00:00,90 000 ₽/мес.,90000,5 000 ₽,+5000,True
314317233,28 фев 2025,2025-02-28 00:00:00,85 000 ₽/мес.,85000,5 000 ₽,+5000,True
314317233,28 фев 2025,2025-02-28 00:00:00,80 000 ₽/мес.,80000,,,False
314237628,6 апр 2025,2025-04-06 00:00:00,100 000 ₽/мес.,100000,20 000 ₽,-20000,False
314237628,27 фев 2025,2025-02-27 00:00:00,120 000 ₽/мес.,120000,,,False
314199354,14 мар 2025,2025-03-14 00:00:00,80 000 ₽/мес.,80000,10 000 ₽,-10000,False
314199354,26 фев 2025,2025-02-26 00:00:00,90 000 ₽/мес.,90000,,,False
314174040,24 мар 2025,2025-03-24 00:00:00,99 900 ₽/мес.,99900,5 100 ₽,-5100,False
314174040,11 мар 2025,2025-03-11 00:00:00,105 000 ₽/мес.,105000,5 000 ₽,-5000,False
314174040,25 фев 2025,2025-02-25 00:00:00,110 000 ₽/мес.,110000,,,False
314152463,17 мар 2025,2025-03-17 00:00:00,75 000 ₽/мес.,75000,5 000 ₽,-5000,False
314152463,25 фев 2025,2025-02-25 00:00:00,80 000 ₽/мес.,80000,,,False
314094610,5 апр 2025,2025-04-05 00:00:00,85 000 ₽/мес.,85000,5 000 ₽,-5000,False
314094610,10 мар 2025,2025-03-10 00:00:00,90 000 ₽/мес.,90000,20 000 ₽,-20000,False
314094610,24 фев 2025,2025-02-24 00:00:00,110 000 ₽/мес.,110000,,,False
314032658,7 апр 2025,2025-04-07 00:00:00,75 000 ₽/мес.,75000,3 000 ₽,-3000,False
314032658,31 мар 2025,2025-03-31 00:00:00,78 000 ₽/мес.,78000,2 000 ₽,-2000,False
314032658,27 мар 2025,2025-03-27 00:00:00,80 000 ₽/мес.,80000,2 000 ₽,-2000,False
314032658,22 фев 2025,2025-02-22 00:00:00,82 000 ₽/мес.,82000,,,False
314011077,27 мар 2025,2025-03-27 00:00:00,90 000 ₽/мес.,90000,5 000 ₽,-5000,False
314011077,21 фев 2025,2025-02-21 00:00:00,95 000 ₽/мес.,95000,,,False
313976180,11 мар 2025,2025-03-11 00:00:00,90 000 ₽/мес.,90000,10 000 ₽,-10000,False
313976180,21 фев 2025,2025-02-21 00:00:00,100 000 ₽/мес.,100000,,,False
313904478,17 мар 2025,2025-03-17 00:00:00,80 000 ₽/мес.,80000,5 000 ₽,-5000,False
313904478,19 фев 2025,2025-02-19 00:00:00,85 000 ₽/мес.,85000,,,False
313864937,27 мар 2025,2025-03-27 00:00:00,75 000 ₽/мес.,75000,5 000 ₽,-5000,False
313864937,18 фев 2025,2025-02-18 00:00:00,80 000 ₽/мес.,80000,,,False
313729695,8 апр 2025,2025-04-08 00:00:00,90 000 ₽/мес.,90000,10 000 ₽,-10000,False
313729695,13 мар 2025,2025-03-13 00:00:00,100 000 ₽/мес.,100000,10 000 ₽,-10000,False
313729695,15 фев 2025,2025-02-15 00:00:00,110 000 ₽/мес.,110000,,,False
313689777,31 мар 2025,2025-03-31 00:00:00,65 000 ₽/мес.,65000,5 000 ₽,-5000,False
313689777,6 мар 2025,2025-03-06 00:00:00,70 000 ₽/мес.,70000,2 000 ₽,-2000,False
313689777,20 фев 2025,2025-02-20 00:00:00,72 000 ₽/мес.,72000,3 000 ₽,-3000,False
313689777,14 фев 2025,2025-02-14 00:00:00,75 000 ₽/мес.,75000,,,False
313492003,22 мар 2025,2025-03-22 00:00:00,73 000 ₽/мес.,73000,2 000 ₽,-2000,False
313492003,13 мар 2025,2025-03-13 00:00:00,75 000 ₽/мес.,75000,2 000 ₽,-2000,False
